river_level,rainfall_rate,hour_of_day,month
2.0,0.09,14,3
2.0,0.1,15,3
2.0,0.08,16,3
2.0,0.05,17,3
2.0,0.04,18,3
2.0,0.03,19,3
2.0,0.03,20,3
2.0,0.02,21,3
2.0,0.02,22,3
2.0,0.01,23,3
2.0,0.0,0,3
2.0,0.0,1,3
2.0,0.0,2,3
2.0,0.0,3,3
2.0,0.0,4,3
2.0,0.0,5,3
2.0,0.0,6,3
2.0,0.0,7,3
2.0,0.0,8,3
2.0,0.0,9,3
2.0,0.0,10,3
2.0,0.0,11,3
2.0,0.0,12,3
2.0,0.0,13,3
2.0,0.0,14,3
2.0,0.0,15,3
2.0,0.0,16,3
2.0,0.0,17,3
2.0,0.0,18,3
2.0,0.0,19,3
2.0,0.0,20,3
2.0,0.0,21,3
2.0,0.0,22,3
2.0,0.0,23,3
2.0,0.02,0,3
2.0,0.02,1,3
2.0,0.02,2,3
2.0,0.02,3,3
2.0,0.02,4,3
2.0,0.03,5,3
2.0,0.04,6,3
2.0,0.06,7,3
2.0,0.08,8,3
2.0,0.09,9,3
2.0,0.1,10,3
2.0,0.1,11,3
2.0,0.11,12,3
2.0,0.13,13,3
2.0,0.31,14,3
2.0,0.35,15,3
2.0,0.26,16,3
2.0,0.17,17,3
2.0,0.13,18,3
2.0,0.1,19,3
2.0,0.09,20,3
2.0,0.07,21,3
2.0,0.05,22,3
2.0,0.03,23,3
2.0,0.32,0,3
2.0,0.32,1,3
2.0,0.32,2,3
2.0,0.32,3,3
2.0,0.32,4,3
2.0,0.49,5,3
2.0,0.81,6,3
2.0,1.14,7,3
2.0,1.46,8,3
2.0,1.62,9,3
2.0,1.78,10,3
2.0,1.95,11,3
2.0,2.11,12,3
2.0,2.43,13,3
2.0,5.68,14,3
2.0,6.49,15,3
2.0,4.87,16,3
2.0,3.24,17,3
2.0,2.43,18,3
2.0,1.95,19,3
2.0,1.62,20,3
2.0,1.3,21,3
2.0,0.97,22,3
2.0,0.65,23,3
2.0,0.11,0,3
2.0,0.11,1,3
2.0,0.11,2,3
2.0,0.11,3,3
2.0,0.11,4,3
2.0,0.17,5,3
2.0,0.28,6,3
2.0,0.39,7,3
2.0,0.5,8,3
2.0,0.56,9,3
2.0,0.62,10,3
2.0,0.67,11,3
2.0,0.73,12,3
2.0,0.84,13,3
2.0,1.96,14,3
2.0,2.24,15,3
2.0,1.68,16,3
2.0,1.12,17,3
2.0,0.84,18,3
2.0,0.67,19,3
2.0,0.56,20,3
2.0,0.45,21,3
2.0,0.34,22,3
2.0,0.22,23,3
2.0,0.07,0,3
2.0,0.07,1,3
2.0,0.07,2,3
2.0,0.07,3,3
2.0,0.07,4,3
2.0,0.11,5,3
2.0,0.18,6,3
2.0,0.25,7,3
2.0,0.33,8,3
2.0,0.36,9,3
2.0,0.4,10,3
2.0,0.44,11,3
2.0,0.47,12,3
2.0,0.55,13,3
2.0,1.27,14,3
2.0,1.45,15,3
2.0,1.09,16,3
2.0,0.73,17,3
2.0,0.55,18,3
2.0,0.44,19,3
2.0,0.36,20,3
2.0,0.29,21,3
2.0,0.22,22,3
2.0,0.15,23,3
2.0,0.04,0,3
2.0,0.04,1,3
2.0,0.04,2,3
2.0,0.04,3,3
2.0,0.04,4,3
2.0,0.06,5,3
2.0,0.09,6,3
2.0,0.13,7,3
2.0,0.17,8,3
2.0,0.19,9,3
2.0,0.21,10,3
2.0,0.23,11,3
2.0,0.25,12,3
2.0,0.28,13,3
2.0,0.66,14,3
2.0,0.76,15,3
2.0,0.57,16,3
2.0,0.38,17,3
2.0,0.28,18,3
2.0,0.23,19,3
2.0,0.19,20,3
2.0,0.15,21,3
2.0,0.11,22,3
2.0,0.08,23,3
2.0,0.03,0,3
2.0,0.03,1,3
2.0,0.03,2,3
2.0,0.03,3,3
2.0,0.03,4,3
2.0,0.04,5,3
2.0,0.07,6,3
2.0,0.1,7,3
2.0,0.13,8,3
2.0,0.15,9,3
2.0,0.16,10,3
2.0,0.17,11,3
2.0,0.19,12,3
2.0,0.22,13,3
2.0,0.51,14,3
2.0,0.58,15,3
2.0,0.44,16,3
2.0,0.29,17,3
2.0,0.22,18,3
2.0,0.17,19,3
2.0,0.15,20,3
2.0,0.12,21,3
2.0,0.09,22,3
2.0,0.06,23,3
2.0,0.06,0,3
2.0,0.06,1,3
2.0,0.06,2,3
2.0,0.06,3,3
2.0,0.06,4,3
2.0,0.09,5,3
2.0,0.14,6,3
2.0,0.2,7,3
2.0,0.26,8,3
2.0,0.28,9,3
2.0,0.31,10,3
2.0,0.34,11,3
2.0,0.37,12,3
2.0,0.43,13,3
2.0,0.99,14,3
2.0,1.13,15,3
2.0,0.85,16,3
2.0,0.57,17,3
2.0,0.43,18,3
2.0,0.34,19,3
2.0,0.28,20,3
2.0,0.23,21,3
2.0,0.17,22,3
2.0,0.11,23,3
2.0,0.02,0,3
2.0,0.02,1,3
2.0,0.02,2,3
2.0,0.02,3,3
2.0,0.02,4,3
2.0,0.03,5,3
2.0,0.05,6,3
2.0,0.08,7,3
2.0,0.1,8,3
2.0,0.11,9,3
2.0,0.12,10,3
2.0,0.13,11,3
2.0,0.14,12,3
2.0,0.16,13,3
2.0,0.38,14,3
2.0,0.44,15,3
2.0,0.33,16,3
2.0,0.22,17,3
2.0,0.16,18,3
2.0,0.13,19,3
2.0,0.11,20,3
2.0,0.09,21,3
2.0,0.07,22,3
2.0,0.04,23,3
2.0,0.05,0,3
2.0,0.05,1,3
2.0,0.05,2,3
2.0,0.05,3,3
2.0,0.05,4,3
2.0,0.08,5,3
2.0,0.14,6,3
2.0,0.19,7,3
2.0,0.25,8,3
2.0,0.27,9,3
2.0,0.3,10,3
2.0,0.33,11,3
2.0,0.35,12,3
2.0,0.41,13,3
2.0,0.95,14,3
2.0,1.09,15,3
2.0,0.82,16,3
2.0,0.55,17,3
2.0,0.41,18,3
2.0,0.33,19,3
2.0,0.27,20,3
2.0,0.22,21,3
2.0,0.16,22,3
2.0,0.11,23,3
2.0,0.02,0,3
2.0,0.02,1,3
2.0,0.02,2,3
2.0,0.02,3,3
2.0,0.02,4,3
2.0,0.03,5,3
2.0,0.05,6,3
2.0,0.07,7,3
2.0,0.09,8,3
2.0,0.11,9,3
2.0,0.12,10,3
2.0,0.13,11,3
2.0,0.14,12,3
2.0,0.16,13,3
2.0,0.37,14,3
2.0,0.42,15,3
2.0,0.32,16,3
2.0,0.21,17,3
2.0,0.16,18,3
2.0,0.13,19,3
2.0,0.11,20,3
2.0,0.08,21,3
2.0,0.06,22,3
2.0,0.04,23,3
2.0,0.03,0,4
2.0,0.03,1,4
2.0,0.03,2,4
2.0,0.03,3,4
2.0,0.03,4,4
2.0,0.04,5,4
2.0,0.07,6,4
2.0,0.1,7,4
2.0,0.13,8,4
2.0,0.14,9,4
2.0,0.16,10,4
2.0,0.17,11,4
2.0,0.18,12,4
2.0,0.21,13,4
2.0,0.5,14,4
2.0,0.57,15,4
2.0,0.43,16,4
2.0,0.28,17,4
2.0,0.21,18,4
2.0,0.17,19,4
2.0,0.14,20,4
2.0,0.11,21,4
2.0,0.09,22,4
2.0,0.06,23,4
2.0,0.05,0,4
2.0,0.05,1,4
2.0,0.05,2,4
2.0,0.05,3,4
2.0,0.05,4,4
2.0,0.08,5,4
2.0,0.14,6,4
2.0,0.19,7,4
2.0,0.25,8,4
2.0,0.27,9,4
2.0,0.3,10,4
2.0,0.33,11,4
2.0,0.35,12,4
2.0,0.41,13,4
2.0,0.95,14,4
2.0,1.09,15,4
2.0,0.82,16,4
2.0,0.55,17,4
2.0,0.41,18,4
2.0,0.33,19,4
2.0,0.27,20,4
2.0,0.22,21,4
2.0,0.16,22,4
2.0,0.11,23,4
2.0,0.03,0,4
2.0,0.03,1,4
2.0,0.03,2,4
2.0,0.03,3,4
2.0,0.03,4,4
2.0,0.05,5,4
2.0,0.08,6,4
2.0,0.11,7,4
2.0,0.14,8,4
2.0,0.16,9,4
2.0,0.18,10,4
2.0,0.19,11,4
2.0,0.21,12,4
2.0,0.24,13,4
2.0,0.56,14,4
2.0,0.64,15,4
2.0,0.48,16,4
2.0,0.32,17,4
2.0,0.24,18,4
2.0,0.19,19,4
2.0,0.16,20,4
2.0,0.13,21,4
2.0,0.1,22,4
2.0,0.06,23,4
2.0,0.18,0,4
2.0,0.18,1,4
2.0,0.18,2,4
2.0,0.18,3,4
2.0,0.18,4,4
2.0,0.27,5,4
2.0,0.44,6,4
2.0,0.62,7,4
2.0,0.8,8,4
2.0,0.88,9,4
2.0,0.97,10,4
2.0,1.06,11,4
2.0,1.15,12,4
2.0,1.33,13,4
2.0,3.09,14,4
2.0,3.53,15,4
2.0,2.65,16,4
2.0,1.77,17,4
2.0,1.33,18,4
2.0,1.06,19,4
2.0,0.88,20,4
2.0,0.71,21,4
2.0,0.53,22,4
2.0,0.35,23,4
2.0,0.04,0,4
2.0,0.04,1,4
2.0,0.04,2,4
2.0,0.04,3,4
2.0,0.04,4,4
2.0,0.06,5,4
2.0,0.11,6,4
2.0,0.15,7,4
2.0,0.19,8,4
2.0,0.21,9,4
2.0,0.23,10,4
2.0,0.25,11,4
2.0,0.27,12,4
2.0,0.32,13,4
2.0,0.74,14,4
2.0,0.84,15,4
2.0,0.63,16,4
2.0,0.42,17,4
2.0,0.32,18,4
2.0,0.25,19,4
2.0,0.21,20,4
2.0,0.17,21,4
2.0,0.13,22,4
2.0,0.08,23,4
2.0,0.03,0,4
2.0,0.03,1,4
2.0,0.03,2,4
2.0,0.03,3,4
2.0,0.03,4,4
2.0,0.04,5,4
2.0,0.07,6,4
2.0,0.1,7,4
2.0,0.13,8,4
2.0,0.15,9,4
2.0,0.16,10,4
2.0,0.17,11,4
2.0,0.19,12,4
2.0,0.22,13,4
2.0,0.51,14,4
2.0,0.58,15,4
2.0,0.44,16,4
2.0,0.29,17,4
2.0,0.22,18,4
2.0,0.17,19,4
2.0,0.15,20,4
2.0,0.12,21,4
2.0,0.09,22,4
2.0,0.06,23,4
2.0,0.02,0,4
2.0,0.02,1,4
2.0,0.02,2,4
2.0,0.02,3,4
2.0,0.02,4,4
2.0,0.03,5,4
2.0,0.05,6,4
2.0,0.07,7,4
2.0,0.09,8,4
2.0,0.09,9,4
2.0,0.1,10,4
2.0,0.11,11,4
2.0,0.12,12,4
2.0,0.14,13,4
2.0,0.33,14,4
2.0,0.38,15,4
2.0,0.28,16,4
2.0,0.19,17,4
2.0,0.14,18,4
2.0,0.11,19,4
2.0,0.09,20,4
2.0,0.08,21,4
2.0,0.06,22,4
2.0,0.04,23,4
2.0,0.02,0,4
2.0,0.02,1,4
2.0,0.02,2,4
2.0,0.02,3,4
2.0,0.02,4,4
2.0,0.03,5,4
2.0,0.05,6,4
2.0,0.07,7,4
2.0,0.09,8,4
2.0,0.1,9,4
2.0,0.11,10,4
2.0,0.12,11,4
2.0,0.13,12,4
2.0,0.15,13,4
2.0,0.34,14,4
2.0,0.39,15,4
2.0,0.29,16,4
2.0,0.2,17,4
2.0,0.15,18,4
2.0,0.12,19,4
2.0,0.1,20,4
2.0,0.08,21,4
2.0,0.06,22,4
2.0,0.04,23,4
2.0,0.0,0,4
2.0,0.0,1,4
2.0,0.0,2,4
2.0,0.0,3,4
2.0,0.0,4,4
2.0,0.0,5,4
2.0,0.0,6,4
2.0,0.0,7,4
2.0,0.0,8,4
2.0,0.0,9,4
2.0,0.0,10,4
2.0,0.0,11,4
2.0,0.0,12,4
2.0,0.01,13,4
2.0,0.01,14,4
2.0,0.01,15,4
2.0,0.01,16,4
2.0,0.01,17,4
2.0,0.01,18,4
2.0,0.0,19,4
2.0,0.0,20,4
2.0,0.0,21,4
2.0,0.0,22,4
2.0,0.0,23,4
2.0,0.03,0,4
2.0,0.03,1,4
2.0,0.03,2,4
2.0,0.03,3,4
2.0,0.03,4,4
2.0,0.04,5,4
2.0,0.07,6,4
2.0,0.09,7,4
2.0,0.12,8,4
2.0,0.13,9,4
2.0,0.15,10,4
2.0,0.16,11,4
2.0,0.17,12,4
2.0,0.2,13,4
2.0,0.47,14,4
2.0,0.54,15,4
2.0,0.4,16,4
2.0,0.27,17,4
2.0,0.2,18,4
2.0,0.16,19,4
2.0,0.13,20,4
2.0,0.11,21,4
2.0,0.08,22,4
2.0,0.05,23,4
2.0,0.02,0,4
2.0,0.02,1,4
2.0,0.02,2,4
2.0,0.02,3,4
2.0,0.02,4,4
2.0,0.03,5,4
2.0,0.05,6,4
2.0,0.07,7,4
2.0,0.09,8,4
2.0,0.11,9,4
2.0,0.12,10,4
2.0,0.13,11,4
2.0,0.14,12,4
2.0,0.16,13,4
2.0,0.37,14,4
2.0,0.42,15,4
2.0,0.32,16,4
2.0,0.21,17,4
2.0,0.16,18,4
2.0,0.13,19,4
2.0,0.11,20,4
2.0,0.08,21,4
2.0,0.06,22,4
2.0,0.04,23,4
2.0,0.04,0,4
2.0,0.04,1,4
2.0,0.04,2,4
2.0,0.04,3,4
2.0,0.04,4,4
2.0,0.05,5,4
2.0,0.09,6,4
2.0,0.13,7,4
2.0,0.16,8,4
2.0,0.18,9,4
2.0,0.2,10,4
2.0,0.22,11,4
2.0,0.24,12,4
2.0,0.27,13,4
2.0,0.64,14,4
2.0,0.73,15,4
2.0,0.55,16,4
2.0,0.36,17,4
2.0,0.27,18,4
2.0,0.22,19,4
2.0,0.18,20,4
2.0,0.15,21,4
2.0,0.11,22,4
2.0,0.07,23,4
2.0,0.02,0,4
2.0,0.02,1,4
2.0,0.02,2,4
2.0,0.02,3,4
2.0,0.02,4,4
2.0,0.03,5,4
2.0,0.06,6,4
2.0,0.08,7,4
2.0,0.1,8,4
2.0,0.11,9,4
2.0,0.12,10,4
2.0,0.14,11,4
2.0,0.15,12,4
2.0,0.17,13,4
2.0,0.39,14,4
2.0,0.45,15,4
2.0,0.34,16,4
2.0,0.23,17,4
2.0,0.17,18,4
2.0,0.14,19,4
2.0,0.11,20,4
2.0,0.09,21,4
2.0,0.07,22,4
2.0,0.05,23,4
2.0,0.02,0,4
2.0,0.02,1,4
2.0,0.02,2,4
2.0,0.02,3,4
2.0,0.02,4,4
2.0,0.02,5,4
2.0,0.04,6,4
2.0,0.05,7,4
2.0,0.07,8,4
2.0,0.08,9,4
2.0,0.08,10,4
2.0,0.09,11,4
2.0,0.1,12,4
2.0,0.11,13,4
2.0,0.27,14,4
2.0,0.31,15,4
2.0,0.23,16,4
2.0,0.15,17,4
2.0,0.11,18,4
2.0,0.09,19,4
2.0,0.08,20,4
2.0,0.06,21,4
2.0,0.05,22,4
2.0,0.03,23,4
2.0,0.0,0,4
2.0,0.0,1,4
2.0,0.0,2,4
2.0,0.0,3,4
2.0,0.0,4,4
2.0,0.0,5,4
2.0,0.0,6,4
2.0,0.0,7,4
2.0,0.0,8,4
2.0,0.0,9,4
2.0,0.0,10,4
2.0,0.0,11,4
2.0,0.0,12,4
2.0,0.01,13,4
2.0,0.01,14,4
2.0,0.01,15,4
2.0,0.01,16,4
2.0,0.01,17,4
2.0,0.01,18,4
2.0,0.0,19,4
2.0,0.0,20,4
2.0,0.0,21,4
2.0,0.0,22,4
2.0,0.0,23,4
2.0,0.0,0,4
2.0,0.0,1,4
2.0,0.0,2,4
2.0,0.0,3,4
2.0,0.0,4,4
2.0,0.0,5,4
2.0,0.0,6,4
2.0,0.01,7,4
2.0,0.01,8,4
2.0,0.01,9,4
2.0,0.01,10,4
2.0,0.01,11,4
2.0,0.01,12,4
2.0,0.01,13,4
2.0,0.03,14,4
2.0,0.03,15,4
2.0,0.02,16,4
2.0,0.01,17,4
2.0,0.01,18,4
2.0,0.01,19,4
2.0,0.01,20,4
2.0,0.01,21,4
2.0,0.0,22,4
2.0,0.0,23,4
2.0,0.0,0,4
2.0,0.0,1,4
2.0,0.0,2,4
2.0,0.0,3,4
2.0,0.0,4,4
2.0,0.0,5,4
2.0,0.0,6,4
2.0,0.01,7,4
2.0,0.01,8,4
2.0,0.01,9,4
2.0,0.01,10,4
2.0,0.01,11,4
2.0,0.01,12,4
2.0,0.01,13,4
2.0,0.03,14,4
2.0,0.03,15,4
2.0,0.02,16,4
2.0,0.01,17,4
2.0,0.01,18,4
2.0,0.01,19,4
2.0,0.01,20,4
2.0,0.01,21,4
2.0,0.0,22,4
2.0,0.0,23,4
2.0,0.0,0,4
2.0,0.0,1,4
2.0,0.0,2,4
2.0,0.0,3,4
2.0,0.0,4,4
2.0,0.0,5,4
2.0,0.0,6,4
2.0,0.0,7,4
2.0,0.0,8,4
2.0,0.0,9,4
2.0,0.0,10,4
2.0,0.0,11,4
2.0,0.0,12,4
2.0,0.01,13,4
2.0,0.01,14,4
2.0,0.01,15,4
2.0,0.01,16,4
2.0,0.01,17,4
2.0,0.01,18,4
2.0,0.0,19,4
2.0,0.0,20,4
2.0,0.0,21,4
2.0,0.0,22,4
2.0,0.0,23,4
2.0,0.06,0,4
2.0,0.06,1,4
2.0,0.06,2,4
2.0,0.06,3,4
2.0,0.06,4,4
2.0,0.09,5,4
2.0,0.15,6,4
2.0,0.21,7,4
2.0,0.27,8,4
2.0,0.3,9,4
2.0,0.33,10,4
2.0,0.36,11,4
2.0,0.39,12,4
2.0,0.45,13,4
2.0,1.04,14,4
2.0,1.19,15,4
2.0,0.89,16,4
2.0,0.6,17,4
2.0,0.45,18,4
2.0,0.36,19,4
2.0,0.3,20,4
2.0,0.24,21,4
2.0,0.18,22,4
2.0,0.12,23,4
2.0,0.01,0,4
2.0,0.01,1,4
2.0,0.01,2,4
2.0,0.01,3,4
2.0,0.01,4,4
2.0,0.01,5,4
2.0,0.02,6,4
2.0,0.03,7,4
2.0,0.04,8,4
2.0,0.04,9,4
2.0,0.05,10,4
2.0,0.05,11,4
2.0,0.06,12,4
2.0,0.07,13,4
2.0,0.15,14,4
2.0,0.17,15,4
2.0,0.13,16,4
2.0,0.09,17,4
2.0,0.07,18,4
2.0,0.05,19,4
2.0,0.04,20,4
2.0,0.03,21,4
2.0,0.03,22,4
2.0,0.02,23,4
2.0,0.04,0,4
2.0,0.04,1,4
2.0,0.04,2,4
2.0,0.04,3,4
2.0,0.04,4,4
2.0,0.06,5,4
2.0,0.1,6,4
2.0,0.14,7,4
2.0,0.18,8,4
2.0,0.2,9,4
2.0,0.22,10,4
2.0,0.24,11,4
2.0,0.26,12,4
2.0,0.29,13,4
2.0,0.69,14,4
2.0,0.79,15,4
2.0,0.59,16,4
2.0,0.39,17,4
2.0,0.29,18,4
2.0,0.24,19,4
2.0,0.2,20,4
2.0,0.16,21,4
2.0,0.12,22,4
2.0,0.08,23,4
2.0,0.11,0,4
2.0,0.11,1,4
2.0,0.11,2,4
2.0,0.11,3,4
2.0,0.11,4,4
2.0,0.16,5,4
2.0,0.27,6,4
2.0,0.38,7,4
2.0,0.49,8,4
2.0,0.54,9,4
2.0,0.6,10,4
2.0,0.65,11,4
2.0,0.7,12,4
2.0,0.81,13,4
2.0,1.9,14,4
2.0,2.17,15,4
2.0,1.63,16,4
2.0,1.08,17,4
2.0,0.81,18,4
2.0,0.65,19,4
2.0,0.54,20,4
2.0,0.43,21,4
2.0,0.33,22,4
2.0,0.22,23,4
2.0,0.12,0,4
2.0,0.12,1,4
2.0,0.12,2,4
2.0,0.12,3,4
2.0,0.12,4,4
2.0,0.19,5,4
2.0,0.31,6,4
2.0,0.43,7,4
2.0,0.56,8,4
2.0,0.62,9,4
2.0,0.68,10,4
2.0,0.74,11,4
2.0,0.8,12,4
2.0,0.93,13,4
2.0,2.16,14,4
2.0,2.47,15,4
2.0,1.85,16,4
2.0,1.24,17,4
2.0,0.93,18,4
2.0,0.74,19,4
2.0,0.62,20,4
2.0,0.49,21,4
2.0,0.37,22,4
2.0,0.25,23,4
2.0,0.01,0,4
2.0,0.01,1,4
2.0,0.01,2,4
2.0,0.01,3,4
2.0,0.01,4,4
2.0,0.02,5,4
2.0,0.03,6,4
2.0,0.04,7,4
2.0,0.06,8,4
2.0,0.06,9,4
2.0,0.07,10,4
2.0,0.07,11,4
2.0,0.08,12,4
2.0,0.09,13,4
2.0,0.22,14,4
2.0,0.25,15,4
2.0,0.19,16,4
2.0,0.12,17,4
2.0,0.09,18,4
2.0,0.07,19,4
2.0,0.06,20,4
2.0,0.05,21,4
2.0,0.04,22,4
2.0,0.02,23,4
2.0,0.06,0,4
2.0,0.06,1,4
2.0,0.06,2,4
2.0,0.06,3,4
2.0,0.06,4,4
2.0,0.09,5,4
2.0,0.15,6,4
2.0,0.22,7,4
2.0,0.28,8,4
2.0,0.31,9,4
2.0,0.34,10,4
2.0,0.37,11,4
2.0,0.4,12,4
2.0,0.46,13,4
2.0,1.08,14,4
2.0,1.24,15,4
2.0,0.93,16,4
2.0,0.62,17,4
2.0,0.46,18,4
2.0,0.37,19,4
2.0,0.31,20,4
2.0,0.25,21,4
2.0,0.19,22,4
2.0,0.12,23,4
2.0,0.04,0,4
2.0,0.04,1,4
2.0,0.04,2,4
2.0,0.04,3,4
2.0,0.04,4,4
2.0,0.06,5,4
2.0,0.1,6,4
2.0,0.14,7,4
2.0,0.18,8,4
2.0,0.2,9,4
2.0,0.22,10,4
2.0,0.24,11,4
2.0,0.26,12,4
2.0,0.31,13,4
2.0,0.71,14,4
2.0,0.81,15,4
2.0,0.61,16,4
2.0,0.41,17,4
2.0,0.31,18,4
2.0,0.24,19,4
2.0,0.2,20,4
2.0,0.16,21,4
2.0,0.12,22,4
2.0,0.08,23,4
2.0,0.04,0,4
2.0,0.04,1,4
2.0,0.04,2,4
2.0,0.04,3,4
2.0,0.04,4,4
2.0,0.06,5,4
2.0,0.1,6,4
2.0,0.14,7,4
2.0,0.18,8,4
2.0,0.2,9,4
2.0,0.22,10,4
2.0,0.24,11,4
2.0,0.26,12,4
2.0,0.31,13,4
2.0,0.71,14,4
2.0,0.81,15,4
2.0,0.61,16,4
2.0,0.41,17,4
2.0,0.31,18,4
2.0,0.24,19,4
2.0,0.2,20,4
2.0,0.16,21,4
2.0,0.12,22,4
2.0,0.08,23,4
2.0,0.03,0,4
2.0,0.03,1,4
2.0,0.03,2,4
2.0,0.03,3,4
2.0,0.03,4,4
2.0,0.05,5,4
2.0,0.08,6,4
2.0,0.11,7,4
2.0,0.14,8,4
2.0,0.16,9,4
2.0,0.17,10,4
2.0,0.19,11,4
2.0,0.2,12,4
2.0,0.23,13,4
2.0,0.55,14,4
2.0,0.63,15,4
2.0,0.47,16,4
2.0,0.31,17,4
2.0,0.23,18,4
2.0,0.19,19,4
2.0,0.16,20,4
2.0,0.13,21,4
2.0,0.09,22,4
2.0,0.06,23,4
2.0,0.06,0,4
2.0,0.06,1,4
2.0,0.06,2,4
2.0,0.06,3,4
2.0,0.06,4,4
2.0,0.09,5,4
2.0,0.16,6,4
2.0,0.22,7,4
2.0,0.28,8,4
2.0,0.32,9,4
2.0,0.35,10,4
2.0,0.38,11,4
2.0,0.41,12,4
2.0,0.47,13,4
2.0,1.11,14,4
2.0,1.27,15,4
2.0,0.95,16,4
2.0,0.63,17,4
2.0,0.47,18,4
2.0,0.38,19,4
2.0,0.32,20,4
2.0,0.25,21,4
2.0,0.19,22,4
2.0,0.13,23,4
2.0,0.05,0,4
2.0,0.05,1,4
2.0,0.05,2,4
2.0,0.05,3,4
2.0,0.05,4,4
2.0,0.08,5,4
2.0,0.13,6,4
2.0,0.18,7,4
2.0,0.24,8,4
2.0,0.26,9,4
2.0,0.29,10,4
2.0,0.31,11,4
2.0,0.34,12,4
2.0,0.39,13,4
2.0,0.92,14,4
2.0,1.05,15,4
2.0,0.79,16,4
2.0,0.52,17,4
2.0,0.39,18,4
2.0,0.31,19,4
2.0,0.26,20,4
2.0,0.21,21,4
2.0,0.16,22,4
2.0,0.1,23,4
2.0,0.06,0,5
2.0,0.06,1,5
2.0,0.06,2,5
2.0,0.06,3,5
2.0,0.06,4,5
2.0,0.09,5,5
2.0,0.16,6,5
2.0,0.22,7,5
2.0,0.28,8,5
2.0,0.31,9,5
2.0,0.34,10,5
2.0,0.38,11,5
2.0,0.41,12,5
2.0,0.47,13,5
2.0,1.09,14,5
2.0,1.25,15,5
2.0,0.94,16,5
2.0,0.63,17,5
2.0,0.47,18,5
2.0,0.38,19,5
2.0,0.31,20,5
2.0,0.25,21,5
2.0,0.19,22,5
2.0,0.13,23,5
2.0,0.01,0,5
2.0,0.01,1,5
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.01,5,5
2.0,0.01,6,5
2.0,0.02,7,5
2.0,0.03,8,5
2.0,0.03,9,5
2.0,0.03,10,5
2.0,0.03,11,5
2.0,0.04,12,5
2.0,0.04,13,5
2.0,0.1,14,5
2.0,0.12,15,5
2.0,0.09,16,5
2.0,0.06,17,5
2.0,0.04,18,5
2.0,0.03,19,5
2.0,0.03,20,5
2.0,0.02,21,5
2.0,0.02,22,5
2.0,0.01,23,5
2.0,0.1,0,5
2.0,0.1,1,5
2.0,0.1,2,5
2.0,0.1,3,5
2.0,0.1,4,5
2.0,0.15,5,5
2.0,0.25,6,5
2.0,0.35,7,5
2.0,0.45,8,5
2.0,0.5,9,5
2.0,0.55,10,5
2.0,0.6,11,5
2.0,0.65,12,5
2.0,0.75,13,5
2.0,1.74,14,5
2.0,1.99,15,5
2.0,1.49,16,5
2.0,1.0,17,5
2.0,0.75,18,5
2.0,0.6,19,5
2.0,0.5,20,5
2.0,0.4,21,5
2.0,0.3,22,5
2.0,0.2,23,5
2.0,0.09,0,5
2.0,0.09,1,5
2.0,0.09,2,5
2.0,0.09,3,5
2.0,0.09,4,5
2.0,0.14,5,5
2.0,0.23,6,5
2.0,0.32,7,5
2.0,0.42,8,5
2.0,0.46,9,5
2.0,0.51,10,5
2.0,0.55,11,5
2.0,0.6,12,5
2.0,0.69,13,5
2.0,1.62,14,5
2.0,1.85,15,5
2.0,1.39,16,5
2.0,0.92,17,5
2.0,0.69,18,5
2.0,0.55,19,5
2.0,0.46,20,5
2.0,0.37,21,5
2.0,0.28,22,5
2.0,0.18,23,5
2.0,0.07,0,5
2.0,0.07,1,5
2.0,0.07,2,5
2.0,0.07,3,5
2.0,0.07,4,5
2.0,0.1,5,5
2.0,0.17,6,5
2.0,0.24,7,5
2.0,0.31,8,5
2.0,0.34,9,5
2.0,0.38,10,5
2.0,0.41,11,5
2.0,0.44,12,5
2.0,0.51,13,5
2.0,1.2,14,5
2.0,1.37,15,5
2.0,1.03,16,5
2.0,0.68,17,5
2.0,0.51,18,5
2.0,0.41,19,5
2.0,0.34,20,5
2.0,0.27,21,5
2.0,0.21,22,5
2.0,0.14,23,5
2.0,0.06,0,5
2.0,0.06,1,5
2.0,0.06,2,5
2.0,0.06,3,5
2.0,0.06,4,5
2.0,0.09,5,5
2.0,0.15,6,5
2.0,0.21,7,5
2.0,0.27,8,5
2.0,0.3,9,5
2.0,0.33,10,5
2.0,0.36,11,5
2.0,0.39,12,5
2.0,0.45,13,5
2.0,1.06,14,5
2.0,1.21,15,5
2.0,0.91,16,5
2.0,0.6,17,5
2.0,0.45,18,5
2.0,0.36,19,5
2.0,0.3,20,5
2.0,0.24,21,5
2.0,0.18,22,5
2.0,0.12,23,5
2.0,0.01,0,5
2.0,0.01,1,5
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.02,5,5
2.0,0.03,6,5
2.0,0.05,7,5
2.0,0.06,8,5
2.0,0.07,9,5
2.0,0.07,10,5
2.0,0.08,11,5
2.0,0.09,12,5
2.0,0.1,13,5
2.0,0.23,14,5
2.0,0.26,15,5
2.0,0.2,16,5
2.0,0.13,17,5
2.0,0.1,18,5
2.0,0.08,19,5
2.0,0.07,20,5
2.0,0.05,21,5
2.0,0.04,22,5
2.0,0.03,23,5
2.0,0.01,0,5
2.0,0.01,1,5
